id,first_name,last_name,email,prob
986,Rodoslava,Dehta,rodoslava.dehta@ukr.net,94.8
987,Yugina,Bondarko,yugina.bondarko@ukr.net,67.47
988,Virodar,Kovalskiy,virodar.kovalskiy@gmail.com,93.43
989,Volodimir,Guculyak,volodimir.guculyak@gmail.com,2.4
990,Rozhana,Peleshchishin,rozhana.peleshchishin@ukr.net,8.64
991,Grozan,Ivahnenko,grozan.ivahnenko@gmail.com,1.32
992,Sila,Semaka,sila.semaka@gmail.com,0.64
993,Osemrit,Bokshay,osemrit.bokshay@gmail.com,2.28
994,Zorina,Farenyuk,zorina.farenyuk@ukr.net,1.21
995,Gustomisl,Sologub,gustomisl.sologub@gmail.com,2.56
996,Dariya,Kachinskiy,dariya.kachinskiy@ukr.net,1.6
997,Paraskoviya,Boychak,paraskoviya.boychak@ukr.net,2.4
998,Nikodim,Bilyackiy,nikodim.bilyackiy@gmail.com,2.71
999,Alvina,Mudrik,alvina.mudrik@ukr.net,4.26
1000,V'yacheslav,Borisyuk,v'yacheslav.borisyuk@gmail.com,0.29
1001,Velichko,Kuropas,velichko.kuropas@gmail.com,0.6
1002,Blagodar,Kitastiy,blagodar.kitastiy@gmail.com,1.57
1003,Dibach,Lucishin,dibach.lucishin@gmail.com,0.74
1004,Timish,Galka,timish.galka@gmail.com,1.17
1005,Gatuslav,Yannvskyi,gatuslav.yanovska@gmail.com,1.1
1006,Kiy,Dubrivniy,kiy.dubrivniy@gmail.com,0.21
1007,Snizhan,Radilovskiy,snizhan.radilovskiy@gmail.com,1.09
1008,Kapitolina,Mazaraki,kapitolina.mazaraki@ukr.net,0.93
1009,Bilovid,Lemeshko,bilovid.lemeshko@gmail.com,1.33
1010,Gostrozir,Bavrichenko,gostrozir.bavrichenko@gmail.com,1.7
1011,Stanimir,Kramskoy,stanimir.kramskoy@gmail.com,0.83
1012,Carko,Lishchinskiy,carko.lishchinskiy@gmail.com,81.8
1013,Svobodana,Haieckiy,svobodana.haieckiy@ukr.net,46.65
1014,Us,Sirotyuk,us.sirotyuk@gmail.com,0.99
1015,Stefaniya,Yacishin,stefaniya.yacishin@ukr.net,0.28
1016,Lelya,Zachepa,lelya.zachepa@ukr.net,0.87
1017,Sokil,Volinec,sokil.volinec@gmail.com,1.74
1018,Ostromova,Reshko,ostromova.reshko@ukr.net,0.66
1019,Roman,Kisilevskiy,roman.kisilevskiy@gmail.com,5.76
1020,Radogost,Homich,radogost.homich@gmail.com,3.85
1021,Donna,Macapura,donna.macapura@ukr.net,1.07
1022,Sologub,Golubnichiy,sologub.golubnichiy@gmail.com,0.25
1023,Rayisa,Kohno,rayisa.kohno@ukr.net,1.44
1024,Radivoy,Pasko,radivoy.pasko@gmail.com,1.32
1025,Dorofiy,Rudko,dorofiy.rudko@gmail.com,27.77
1026,Yasnogor,Kozenko,yasnogor.kozenko@gmail.com,1.52
1027,Adriana,Shchegelskiy,adriana.shchegelskiy@ukr.net,31.31
1028,Rostun,Divak,rostun.divak@gmail.com,2.62
1029,Rusudana,Nikitenko,rusudana.nikitenko@ukr.net,27.16
1030,Slavolyuba,Shkil,slavolyuba.shkil@ukr.net,1.25
1031,Polel,Buchko,polel.buchko@gmail.com,0.65
1032,Oriyanka,Zelinka,oriyanka.zelinka@ukr.net,3.45
1033,Feodora,Lyubenko,feodora.lyubenko@ukr.net,0.66
1034,Ratimir,Hudob'yak,ratimir.hudob'yak@gmail.com,1.35
1035,Predslava,Nosachenko,predslava.nosachenko@ukr.net,0.5
1036,Romana,Mihalyuk,romana.mihalyuk@ukr.net,1.05
1037,Marta,Carik,marta.carik@ukr.net,2.03
1038,Gennadiy,Vahula,gennadiy.vahula@gmail.com,96.6
1039,Vilenina,Soloviy,vilenina.soloviy@ukr.net,1.13
1040,Apolloniya,Abragamovskiy,apolloniya.abragamovskiy@ukr.net,1.51
1041,Vratan,Bevz,vratan.bevz@gmail.com,3.66
1042,Gordomisl,Yarich,gordomisl.yarich@gmail.com,1.24
1043,Skol,Dibenko,skol.dibenko@gmail.com,94.81
1044,Elvina,Drozdenko,elvina.drozdenko@ukr.net,4.59
1045,Nadislava,Donchuk,nadislava.donchuk@ukr.net,7.3
1046,Gordislav,Sichenko,gordislav.sichenko@gmail.com,15.34
1047,Boyan,Sherstyuk,boyan.sherstyuk@gmail.com,78.0
1048,Anastas,Krizhickiy,anastas.krizhickiy@gmail.com,1.76
1049,Nastya,Yancheveckiy,nastya.yancheveckiy@ukr.net,0.94
1050,Kuybida,Zbarazkiy,kuybida.zbarazkiy@gmail.com,6.42
1051,Korneliy,Kozickiy,korneliy.kozickiy@gmail.com,2.1
1052,Rada,Gornostay,rada.gornostay@ukr.net,1.56
1053,Fevroniya,Lozina-Lozinskiy,fevroniya.lozina-lozinskiy@ukr.net,0.29
1054,Konstanciya,Zagaievich,konstanciya.zagaievich@ukr.net,18.31
1055,Rut,Ilkiv,rut.ilkiv@ukr.net,2.39
1056,Anton,Yurkevich,anton.yurkevich@gmail.com,15.48
1057,Asya,Solomchenko,asya.solomchenko@ukr.net,0.56
1058,Cheslava,Fedik,cheslava.fedik@ukr.net,0.28
1059,Gorimisl,Medvedenko,gorimisl.medvedenko@gmail.com,0.93
1060,Zirka,Medvedyuk,zirka.medvedyuk@ukr.net,0.69
1061,Svyatolyub,Vermenich,svyatolyub.vermenich@gmail.com,0.91
1062,Bratoslav,Getman,bratoslav.getman@gmail.com,92.33
1063,Ostromisl,Aliksiychuk,ostromisl.aliksiychuk@gmail.com,1.65
1064,Danilo,Repeckiy,danilo.repeckiy@gmail.com,1.29
1065,Vselyud,Ivanenko,vselyud.ivanenko@gmail.com,0.46
1066,Tur,Darevich,tur.darevich@gmail.com,0.72
1067,Svitodara,Chernihivskiy,svitodara.chernihivskiy@ukr.net,0.6
1068,Alevtina,Zaiec,alevtina.zaiec@ukr.net,0.96
1069,Stella,Shepotko,stella.shepotko@ukr.net,0.68
1070,Rostislava,Cimbalyuk,rostislava.cimbalyuk@ukr.net,0.77
1071,Vadim,Zalyubovskiy,vadim.zalyubovskiy@gmail.com,0.52
1072,Zhivoslav,Sorokolit,zhivoslav.sorokolit@gmail.com,5.75
1073,Valeriy,Grabovich,valeriy.grabovich@gmail.com,20.96
1074,Melaniya,Oleshchuk,melaniya.oleshchuk@ukr.net,0.94
1075,Bogdan,Ladika,bogdan.ladika@gmail.com,1.23
1076,Alisa,Sirchenko,alisa.sirchenko@ukr.net,1.24
1077,Rostichar,Grebenchenko,rostichar.grebenchenko@gmail.com,95.99
1078,Roshel,Pavlo Taran,roshel.pavlotaran@ukr.net,0.79
1079,Semen,Kosyanenko,semen.kosyanenko@gmail.com,1.83
1080,Svitoyara,Grin,svitoyara.grin@ukr.net,4.83
1081,Gladko,Zakusilo,gladko.zakusilo@gmail.com,72.67
1082,Iegor,Shilo,iegor.shilo@gmail.com,5.75
1083,Bureviy,Lazarevskiy,bureviy.lazarevskiy@gmail.com,1.02
1084,Grozan,Bereza,grozan.bereza@gmail.com,0.58
1085,Dragan,Zhabchenko,dragan.zhabchenko@gmail.com,0.87
1086,Ilarion,Macelyuh,ilarion.macelyuh@gmail.com,7.1
1087,Soncelik,Stahiv,soncelik.stahiv@gmail.com,1.04
1088,Nastya,Anishchenko,nastya.anishchenko@ukr.net,0.89
1089,Peresvit,Grimalska,peresvit.grimalska@gmail.com,60.41
1090,Slavolyuba,Politilo,slavolyuba.politilo@ukr.net,0.52
1091,Brativoy,Motyuk,brativoy.motyuk@gmail.com,1.9
1092,Vitaliy,Chishko,vitaliy.chishko@gmail.com,1.23
1093,Mir,Yarimovich,mir.yarimovich@gmail.com,11.24
1094,Zorepad,Zubenko,zorepad.zubenko@gmail.com,0.77
1095,Zoryana,Dehta,zoryana.dehta@ukr.net,1.06
1096,Soncevida,Kis,soncevida.kis@ukr.net,0.82
1097,Glib,Grin,glib.grin@gmail.com,0.59
1098,Gordodum,Motyuk,gordodum.motyuk@gmail.com,84.4
1099,Podolyan,Meleshchenko,podolyan.meleshchenko@gmail.com,90.08
1100,Hudan,Dankanich,hudan.dankanich@gmail.com,8.64
1101,Gorpina,Renkas,gorpina.renkas@ukr.net,0.66
1102,Pervushko,Yagupolskiy,pervushko.yagupolskiy@gmail.com,1.71
1103,Vitomir,Boberskiy,vitomir.boberskiy@gmail.com,0.98
1104,Stoymir,Levkivski,stoymir.levkivski@gmail.com,2.21
1105,Ievgeniya,Tiholoz,ievgeniya.tiholoz@ukr.net,1.73
1106,Sobibor,Shulga Illya,sobibor.shulgaillya@gmail.com,13.27
1107,Taroslav,Chorniy voron,taroslav.chorniyvoron@gmail.com,1.21
1108,Semirad,Tershakovec,semirad.tershakovec@gmail.com,0.74
1109,Oles,Dankovskiy,oles.dankovskiy@gmail.com,1.17
1110,Yuliy,Vdovichenko,yuliy.vdovichenko@gmail.com,3.69
1111,Ondriy,Kolyada,ondriy.kolyada@gmail.com,0.78
1112,Dibach,Petrik,dibach.petrik@gmail.com,98.83
1113,Ratibor,Peretyatko,ratibor.peretyatko@gmail.com,64.31
1114,Stella,Grigorovich,stella.grigorovich@ukr.net,16.96
1115,Ester,Gorak,ester.gorak@ukr.net,0.96
1116,Kolodar,Brayko,kolodar.brayko@gmail.com,0.86
1117,Ustim,Sachuk,ustim.sachuk@gmail.com,1.0
1118,Onisiy,Makushenko,onisiy.makushenko@gmail.com,1.68
1119,Soncevida,Starickiy,soncevida.starickiy@ukr.net,0.98
1120,Ilona,Drobaha,ilona.drobaha@ukr.net,1.79
1121,Ievgeniy,Kiriienko,ievgeniy.kiriienko@gmail.com,2.19
1122,Lyubomira,Fedik,lyubomira.fedik@ukr.net,93.17
1123,Zhivorid,Poturay,zhivorid.poturay@gmail.com,0.81
1124,Valeriya,Vovkodav,valeriya.vovkodav@ukr.net,4.34
1125,Likeriya,Dzyubenko,likeriya.dzyubenko@ukr.net,78.65
1126,Goricvit,Koritko,goricvit.koritko@gmail.com,18.51
1127,Nikodim,Macura,nikodim.macura@gmail.com,5.3
1128,Sarmat,Pidoprigora,sarmat.pidoprigora@gmail.com,4.11
1129,Nataliya,Domanickiy,nataliya.domanickiy@ukr.net,1.39
1130,Zemfira,Polovec,zemfira.polovec@ukr.net,0.7
1131,Akilina,Demchina,akilina.demchina@ukr.net,96.36
1132,Radana,Andriychenko,radana.andriychenko@ukr.net,3.51
1133,Bratoslav,Znoba,bratoslav.znoba@gmail.com,86.47
1134,Yudit,Garan,yudit.garan@ukr.net,3.5
1135,Pimen,Dochinec,pimen.dochinec@gmail.com,10.7
1136,Zvenigor,Denisenko,zvenigor.denisenko@gmail.com,1.42
1137,Budivid,Pidoprigora,budivid.pidoprigora@gmail.com,1.05
1138,Glib,Ganushchak,glib.ganushchak@gmail.com,92.4
1139,Gatusil,Andrushchenko,gatusil.andrushchenko@gmail.com,0.86
1140,Zboyislav,Osadchuk,zboyislav.osadchuk@gmail.com,0.89
1141,Svyatovid,Zabrodskiy,svyatovid.zabrodskiy@gmail.com,2.01
1142,Bozhen,Shafranskiy,bozhen.shafranskiy@gmail.com,16.28
1143,Dalibor,Goryanskiy,dalibor.goryanskiy@gmail.com,2.13
1144,Gelena,Pavlovskiy,gelena.pavlovskiy@ukr.net,0.62
1145,Skol,Sayko,skol.sayko@gmail.com,2.37
1146,Iepistimiya,Zhuchenko,iepistimiya.zhuchenko@ukr.net,0.82
1147,Nestor,Dovganik,nestor.dovganik@gmail.com,74.08
1148,Vassa,Bogaievskiy,vassa.bogaievskiy@ukr.net,0.64
1149,Sabrina,Selskiy,sabrina.selskiy@ukr.net,84.4
1150,Motrya,Lyashko,motrya.lyashko@ukr.net,0.22
1151,Tayisiya,Dovgoshiya,tayisiya.dovgoshiya@ukr.net,0.33
1152,Radechko,Volikivskiy,radechko.volikivskiy@gmail.com,1.76
1153,Zlatomir,Pelehatiy,zlatomir.pelehatiy@gmail.com,7.24
1154,Ontin,Turula,ontin.turula@gmail.com,3.51
1155,Mir,Shepticka,mir.shepticka@gmail.com,67.67
1156,Azariy,Nikitchenko,azariy.nikitchenko@gmail.com,1.41
1157,Svarg,Lazaruk,svarg.lazaruk@gmail.com,94.61
1158,Miloduh,Sopronyuk,miloduh.sopronyuk@gmail.com,0.97
1159,Velemir,Maciievskiy,velemir.maciievskiy@gmail.com,10.75
1160,Gordogost,Ribchinskiy,gordogost.ribchinskiy@gmail.com,2.28
1161,Mikola,Sidorchuk,mikola.sidorchuk@gmail.com,0.95
1162,Romana,Poltavec,romana.poltavec@ukr.net,0.78
1163,Silan,Ovsiienko,silan.ovsiienko@gmail.com,0.9
1164,Ilarion,Yurinec,ilarion.yurinec@gmail.com,0.65
1165,Dobrodum,Gnatyuk,dobrodum.gnatyuk@gmail.com,1.69
1166,Milan,Lisevich,milan.lisevich@gmail.com,98.33
1167,Tvorimir,Prihodnyuk,tvorimir.prihodnyuk@gmail.com,55.38
1168,Mirogost,Holodovskiy,mirogost.holodovskiy@gmail.com,0.61
1169,Bryachislav,Kucenko,bryachislav.kucenko@gmail.com,2.44
1170,Severin,Zdesenko,severin.zdesenko@gmail.com,0.74
1171,Yivga,Gural,yivga.gural@ukr.net,0.64
1172,Sekleta,Rozhankovskiy,sekleta.rozhankovskiy@ukr.net,5.43
1173,Magda,Kirashchuk,magda.kirashchuk@ukr.net,75.89
1174,Yosifata,Mashchenko,yosifata.mashchenko@ukr.net,85.77
1175,Gelena,Grigoriyiv,gelena.grigoriyiv@ukr.net,0.7
1176,Albert,Velichkovskiy,albert.velichkovskiy@gmail.com,0.69
1177,Svarg,Urbanskiy,svarg.urbanskiy@gmail.com,12.09
1178,Dobroslav,Voznyak,dobroslav.voznyak@gmail.com,2.77
1179,Tvorislava,Kulish,tvorislava.kulish@ukr.net,4.92
1180,Ada,Kodola,ada.kodola@ukr.net,2.33
1181,Nezabudka,Sinyak,nezabudka.sinyak@ukr.net,0.45
1182,Iya,Telishevskiy,iya.telishevskiy@ukr.net,0.52
1183,Martina,Chernyavskiy,martina.chernyavskiy@ukr.net,12.59
1184,Yana,Antoniv,yana.antoniv@ukr.net,1.15
1185,Tvorilad,Pochinok,tvorilad.pochinok@gmail.com,5.14
1186,Shchedrogost,Timochko,shchedrogost.timochko@gmail.com,1.09
1187,Slavina,Gorbachevskiy,slavina.gorbachevskiy@ukr.net,35.28
1188,Toligniv,Skripka,toligniv.skripka@gmail.com,69.9
1189,Chesmil,Cebrovskiy,chesmil.cebrovskiy@gmail.com,98.73
1190,Hotina,Ishchuk,hotina.ishchuk@ukr.net,4.64
1191,Yugina,Korovchenko,yugina.korovchenko@ukr.net,0.78
1192,Dobribiy,Andriievich,dobribiy.andriievich@gmail.com,2.31
1193,Gustava,Stadnichenko,gustava.stadnichenko@ukr.net,31.87
1194,Brativoy,Dzerovich,brativoy.dzerovich@gmail.com,0.65
1195,Konon,Gopkalo,konon.gopkalo@gmail.com,1.4
1196,Visheslav,Kurilenko,visheslav.kurilenko@gmail.com,1.27
1197,Malva,Vakalyuk,malva.vakalyuk@ukr.net,1.76
1198,Timoh,Pelehatiy,timoh.pelehatiy@gmail.com,1.67
1199,Anisiy,Yarich,anisiy.yarich@gmail.com,3.15
1200,Zhito,Potochnyak,zhito.potochnyak@gmail.com,2.71
1201,Rafayil,Kurinniy,rafayil.kurinniy@gmail.com,1.36
1202,Ostromov,Romaniv,ostromov.romaniv@gmail.com,88.82
1203,Nonna,Zosenko,nonna.zosenko@ukr.net,0.73
1204,Tatolyuba,Nikonenko,tatolyuba.nikonenko@ukr.net,11.97
1205,Virodar,Yurchenko,virodar.yurchenko@gmail.com,1.47
1206,Rognida,Kandiba,rognida.kandiba@ukr.net,1.37
1207,Miloduh,Kotorovich,miloduh.kotorovich@gmail.com,1.65
1208,Rafayil,Dushenko,rafayil.dushenko@gmail.com,92.73
1209,Agata,Vasyunik,agata.vasyunik@ukr.net,92.42
1210,Berta,Lanoviy,berta.lanoviy@ukr.net,39.6
1211,Krilach,Silchenko,krilach.silchenko@gmail.com,0.59
1212,Svyatogor,Bilousko,svyatogor.bilousko@gmail.com,0.71
1213,Orina,Teplickiy,orina.teplickiy@ukr.net,17.25
1214,Vselyub,Horunzhiy,vselyub.horunzhiy@gmail.com,87.46
1215,Prebislav,Zavitnevich,prebislav.zavitnevich@gmail.com,57.58
1216,Dzvinka,Shostya,dzvinka.shostya@ukr.net,0.73
1217,Porfir,Brodskiy,porfir.brodskiy@gmail.com,1.05
1218,Zahariy,Gumenniy,zahariy.gumenniy@gmail.com,1.24
1219,Ivantoslav,Alekseienko,ivantoslav.alekseienko@gmail.com,16.0
1220,Lyubovir,Krizhanivska,lyubovir.krizhanivska@gmail.com,1.18
1221,Makivka,Yushchenko,makivka.yushchenko@ukr.net,0.73
1222,Zemfira,Gucalo,zemfira.gucalo@ukr.net,1.48
1223,Tverdislav,Miroshnichenko,tverdislav.miroshnichenko@gmail.com,0.76
1224,Vselyud,Diduh,vselyud.diduh@gmail.com,0.7
1225,Avgusta,Trofimchuk Oleksandr,avgusta.trofimchukoleksandr@ukr.net,46.18
1226,Dina,Slinko,dina.slinko@ukr.net,1.28
1227,Nonna,Sotnichenko,nonna.sotnichenko@ukr.net,1.6
1228,Vratislav,Hmeleckiy,vratislav.hmeleckiy@gmail.com,0.72
1229,Lyudislav,Kubrak,lyudislav.kubrak@gmail.com,84.16
1230,Shchedrogost,Markovichi,shchedrogost.markovichi@gmail.com,94.2
1231,Dalemil,Yacik,dalemil.yacik@gmail.com,1.46
1232,Apolloniya,Ganzha,apolloniya.ganzha@ukr.net,0.98
1233,Luka,Hudenko,luka.hudenko@gmail.com,1.28
1234,Ada,Chebikin,ada.chebikin@ukr.net,0.57
1235,Sinezora,Titla,sinezora.titla@ukr.net,1.19
1236,Aurika,Davidchenko,aurika.davidchenko@ukr.net,1.05
1237,Tririg,Biliy,tririg.biliy@gmail.com,1.84
1238,Soncevid,Gumenyak,soncevid.gumenyak@gmail.com,3.91
1239,Oskold,Padalka,oskold.padalka@gmail.com,0.67
1240,Milan,Gricenko,milan.gricenko@gmail.com,3.66
1241,Vodotrav,Matviyishen,vodotrav.matviyishen@gmail.com,87.77
1242,Rusyava,Ivashchuk,rusyava.ivashchuk@ukr.net,1.49
1243,Naslav,Priveda,naslav.priveda@gmail.com,1.03
1244,Maksim,Smogorzhevskiy,maksim.smogorzhevskiy@gmail.com,1.29
1245,Feliksa,Suprun,feliksa.suprun@ukr.net,97.38
1246,Gordomisl,Shchurovskiy,gordomisl.shchurovskiy@gmail.com,0.99
1247,Fevroniya,Skorobogatko,fevroniya.skorobogatko@ukr.net,0.97
1248,Oleh,Kachmarskiy,oleh.kachmarskiy@gmail.com,1.39
1249,Lelya,Matviyishin,lelya.matviyishin@ukr.net,23.44
1250,Zemfira,Zerov,zemfira.zerov@ukr.net,0.35
1251,Hivrya,Hudyak,hivrya.hudyak@ukr.net,98.0
1252,Artem,Skurativskiy,artem.skurativskiy@gmail.com,1.06
1253,Oleh,Kibkalo,oleh.kibkalo@gmail.com,0.68
1254,Svobodan,Kocko,svobodan.kocko@gmail.com,1.06
1255,Sologuba,Golota,sologuba.golota@ukr.net,96.64
1256,Polyan,Antonov-Ovsiienko,polyan.antonov-ovsiienko@gmail.com,22.51
1257,Zhivoslav,Pigulyak,zhivoslav.pigulyak@gmail.com,0.84
1258,Podolyan,Kashchuk,podolyan.kashchuk@gmail.com,4.93
1259,Dobrilo,Kruglyak,dobrilo.kruglyak@gmail.com,1.17
1260,Malomir,Turula,malomir.turula@gmail.com,1.33
1261,Avtonom,Maksimchuk,avtonom.maksimchuk@gmail.com,1.04
1262,Budivoy,Pavlovich,budivoy.pavlovich@gmail.com,22.75
1263,Lyuboslav,Friz,lyuboslav.friz@gmail.com,0.77
1264,Viktoriya,Stefanishin,viktoriya.stefanishin@ukr.net,0.83
1265,Gordomisl,Potochnyak,gordomisl.potochnyak@gmail.com,2.23
1266,Zboyislav,Matyash,zboyislav.matyash@gmail.com,77.9
1267,Mirolyub,Popenko,mirolyub.popenko@gmail.com,0.86
1268,Olimpiya,Nezabitovskiy,olimpiya.nezabitovskiy@ukr.net,0.75
1269,Mirogost,Zavadovskiy,mirogost.zavadovskiy@gmail.com,3.52
1270,Blagovid,Vergun,blagovid.vergun@gmail.com,2.13
1271,Gorislav,Savchin,gorislav.savchin@gmail.com,94.41
1272,Azariy,Berdal,azariy.berdal@gmail.com,62.41
1273,Lelya,Pisarenko,lelya.pisarenko@ukr.net,0.79
1274,Skol,Kucheruk,skol.kucheruk@gmail.com,0.59
1275,Radimir,Golovinskiy,radimir.golovinskiy@gmail.com,2.34
1276,Yasnozir,Gucul,yasnozir.gucul@gmail.com,5.73
1277,Rodion,Shlapak,rodion.shlapak@gmail.com,1.69
1278,Pava,Yanovich,pava.yanovich@ukr.net,23.02
1279,Gradimir,Kiyashko,gradimir.kiyashko@gmail.com,0.79
1280,Mikita,Koshoviy,mikita.koshoviy@gmail.com,0.62
1281,Nastya,Stef'yuk,nastya.stef'yuk@ukr.net,1.05
1282,Iya,Rubchuk,iya.rubchuk@ukr.net,0.29
1283,Nikodim,Gurenko,nikodim.gurenko@gmail.com,2.34
1284,Peremil,Yaroviy,peremil.yaroviy@gmail.com,6.96
1285,Kapitolina,Panchik,kapitolina.panchik@ukr.net,0.46
1286,Alevtina,Basanec,alevtina.basanec@ukr.net,1.11
1287,Oliviya,Bulaienko,oliviya.bulaienko@ukr.net,2.36
1288,Volodar,Vishenskiy,volodar.vishenskiy@gmail.com,1.08
1289,Kolodiy,Romanenko,kolodiy.romanenko@gmail.com,24.89
1290,Bureviy,Duda,bureviy.duda@gmail.com,1.33
1291,Budimil,Turchina,budimil.turchina@gmail.com,7.06
1292,Dobroslav,Pikovec,dobroslav.pikovec@gmail.com,0.51
1293,Dantur,Mogitich,dantur.mogitich@gmail.com,0.87
1294,Severin,Sagal,severin.sagal@gmail.com,1.05
1295,Vselyud,Onackiy,vselyud.onackiy@gmail.com,2.55
1296,Sila,Medunicya,sila.medunicya@gmail.com,0.82
1297,Dzvenislava,Zhirko,dzvenislava.zhirko@ukr.net,1.21
1298,Vitan,Danko,vitan.danko@gmail.com,12.13
1299,Bryachislav,Shulzhenko,bryachislav.shulzhenko@gmail.com,16.16
1300,Ladislav,Krizhickiy,ladislav.krizhickiy@gmail.com,1.7
1301,Martina,Sirotyuk,martina.sirotyuk@ukr.net,10.76
1302,Asklipiya,Leontovichi,asklipiya.leontovichi@ukr.net,0.81
1303,Vladislav,Fedchenko,vladislav.fedchenko@gmail.com,1.77
1304,Bozhemir,Danish,bozhemir.danish@gmail.com,1.03
1305,Nepobor,Voloshenyuk,nepobor.voloshenyuk@gmail.com,0.38
1306,Gustava,Lipa,gustava.lipa@ukr.net,1.83
1307,Kapitolina,Tkachuk,kapitolina.tkachuk@ukr.net,2.37
1308,Igorina,Topolnickiy,igorina.topolnickiy@ukr.net,0.44
1309,V'yacheslava,Bidyuk,v'yacheslava.bidyuk@ukr.net,22.64
1310,Radko,Gucalo,radko.gucalo@gmail.com,1.67
1311,Martin,Grechko,martin.grechko@gmail.com,27.34
1312,Lavrin,Maksimenko,lavrin.maksimenko@gmail.com,7.6
1313,Surma,Slyusar,surma.slyusar@gmail.com,1.23
1314,Timur,Yakovishin,timur.yakovishin@gmail.com,88.05
1315,Violetta,Slisarenko,violetta.slisarenko@ukr.net,8.44
1316,Nadiya,Dupliy,nadiya.dupliy@ukr.net,1.11
1317,Matviy,Yuhimenko,matviy.yuhimenko@gmail.com,0.52
1318,Ratibor,Shlemkevich,ratibor.shlemkevich@gmail.com,87.25
1319,Gorimisl,Melimuka,gorimisl.melimuka@gmail.com,2.93
1320,Dariy,Vlasyuk,dariy.vlasyuk@gmail.com,68.66
1321,Kilina,Vershigora,kilina.vershigora@ukr.net,1.02
1322,Avgusta,Shchurat,avgusta.shchurat@ukr.net,0.86
1323,Sokil,Kudrickiy,sokil.kudrickiy@gmail.com,0.46
1324,Semen,Domontovich,semen.domontovich@gmail.com,1.48
1325,Caruk,Nakonechniy,caruk.nakonechniy@gmail.com,1.9
1326,Zvenigora,Matkovskiy,zvenigora.matkovskiy@ukr.net,1.45
1327,Barbara,Yanishevskiy,barbara.yanishevskiy@ukr.net,1.24
1328,Hudan,Chuhlib,hudan.chuhlib@gmail.com,58.3
1329,Nina,Priymak,nina.priymak@ukr.net,1.14
1330,Avrora,Pekarskiy,avrora.pekarskiy@ukr.net,1.9
1331,Dobromir,Bandura,dobromir.bandura@gmail.com,1.23
1332,Radomisl,Negoda,radomisl.negoda@gmail.com,4.56
1333,Ella,Nazarkevich,ella.nazarkevich@ukr.net,9.87
1334,Mirana,Fedorciv,mirana.fedorciv@ukr.net,0.52
1335,Svitlan,Bersheda,svitlan.bersheda@gmail.com,8.28
1336,Lolita,Shvachka,lolita.shvachka@ukr.net,19.09
1337,Yarovit,Shvachko,yarovit.shvachko@gmail.com,84.8
1338,Milovida,Yampolskiy,milovida.yampolskiy@ukr.net,1.19
1339,Radimir,Voynarovski,radimir.voynarovski@gmail.com,1.77
1340,Sologuba,Pauchenko,sologuba.pauchenko@ukr.net,18.3
1341,Dibach,Zerov,dibach.zerov@gmail.com,0.6
1342,Onufriy,Kotovskiy,onufriy.kotovskiy@gmail.com,0.83
1343,Svitolyub,Kurpita,svitolyub.kurpita@gmail.com,3.9
1344,Kvitan,Polyak,kvitan.polyak@gmail.com,0.68
1345,Gordiy,Leshchinska,gordiy.leshchinska@gmail.com,0.67
1346,Harita,Savenko,harita.savenko@ukr.net,88.27
1347,Zinoviy,Maksimovich,zinoviy.maksimovich@gmail.com,1.22
1348,Starodum,Krushelnickiy,starodum.krushelnickiy@gmail.com,97.59
1349,Dina,Sokirko,dina.sokirko@ukr.net,8.8
1350,Soncedar,Tovstolis,soncedar.tovstolis@gmail.com,31.79
1351,Rogvolod,Lyushnyak,rogvolod.lyushnyak@gmail.com,0.36
1352,Kleopatra,Mudrik,kleopatra.mudrik@ukr.net,1.15
1353,Mir,Gordasevich,mir.gordasevich@gmail.com,3.59
1354,Konon,Telizhenko,konon.telizhenko@gmail.com,0.91
1355,Mir,Gulak-Artemovskiy,mir.gulak-artemovskiy@gmail.com,1.72
1356,Dorogomisl,Nikonenko,dorogomisl.nikonenko@gmail.com,0.53
1357,Anzhelika,Bidnyak,anzhelika.bidnyak@ukr.net,1.74
1358,Zhivorid,Kozlovskiy,zhivorid.kozlovskiy@gmail.com,1.31
1359,Sudivoy,Gordinskiy,sudivoy.gordinskiy@gmail.com,1.29
1360,Svitlan,Poshivaylo,svitlan.poshivaylo@gmail.com,96.12
1361,Lyubov,Shostackiy,lyubov.shostackiy@ukr.net,2.39
1362,Ondriy,Andriievskiy,ondriy.andriievskiy@gmail.com,1.45
1363,Spas,Kapustyan,spas.kapustyan@gmail.com,5.77
1364,Lolita,Davidyak,lolita.davidyak@ukr.net,1.12
1365,Yaromil,Gulevatiy,yaromil.gulevatiy@gmail.com,0.52
1366,Yuhima,Bozhok,yuhima.bozhok@ukr.net,18.75
1367,Stozhar,Sokurenko,stozhar.sokurenko@gmail.com,84.03
1368,Vita,Shostya,vita.shostya@ukr.net,0.49
1369,Gerasim,Leshchinskiy,gerasim.leshchinskiy@gmail.com,22.18
1370,Miroslav,Pilipishin,miroslav.pilipishin@gmail.com,84.9
1371,Orisya,Davidovich,orisya.davidovich@ukr.net,0.41
1372,Gustava,Burenko,gustava.burenko@ukr.net,93.53
1373,Zborislav,Boboshko,zborislav.boboshko@gmail.com,0.94
1374,Vlasta,Yushchuk,vlasta.yushchuk@ukr.net,18.19
1375,Artemiza,Delkevich,artemiza.delkevich@ukr.net,1.04
1376,Zoreslav,Tulub,zoreslav.tulub@gmail.com,2.53
